model,strategy,accuracy,f1_macro,f1_weighted,f1_fear,f1_joy,f1_neutral,f1_optimism,f1_sadness
Llama 3.2 3B,zero-shot,0.5997248968363136,0.21211684498774974,0.48144855850946,0.13793103448275862,0.0,0.7562724014336918,0.07547169811320754,0.09090909090909091
