model,strategy,accuracy,f1_macro,f1_weighted,f1_fear,f1_joy,f1_neutral,f1_optimism,f1_sadness
Gemma 3 4B,zero-shot,0.6519944979367263,0.38140507202697627,0.6134531241293828,0.17391304347826086,0.0,0.7857142857142857,0.23628691983122363,0.7111111111111111
