model,strategy,accuracy,f1_macro,f1_weighted,f1_fear,f1_joy,f1_neutral,f1_optimism,f1_sadness
Llama 3.2 3B,few-shot,0.5983379501385041,0.20324228569304653,0.4766691632695656,0.15384615384615385,0.0,0.7533632286995515,0.08490566037735849,0.024096385542168676
