model,strategy,accuracy,f1_macro,f1_weighted,f1_fear,f1_joy,f1_neutral,f1_optimism,f1_sadness
Gemma 3 4B,few-shot,0.5443213296398892,0.37429153641419366,0.609630689419856,0.07228915662650602,0.11267605633802817,0.7245283018867924,0.4218181818181818,0.5401459854014599
